id,age,gender,annual_income,marital_status,num_children,education,years_of_employment,credit_history,current_debt,loan_purpose
207,27,female,21670,widowed,1,high_school,2,poor,23105,business
208,59,male,46363,divorced,3,high_school,2,poor,28856,home
209,64,male,28875,single,4,high_school,2,poor,10760,business
210,55,female,21387,married,4,high_school,0,poor,22673,personal
211,60,male,43737,married,2,high_school,0,poor,49441,personal
212,66,male,33565,divorced,4,high_school,2,poor,38976,business
213,19,female,38207,widowed,0,high_school,1,poor,47907,personal
214,18,female,42025,divorced,1,high_school,2,poor,11581,education
215,64,female,35670,single,3,high_school,2,poor,43291,home
216,60,male,34438,widowed,3,high_school,1,poor,15779,business
217,58,female,30192,married,4,high_school,1,poor,19212,home
218,62,female,23345,married,1,high_school,1,poor,37308,car
219,60,female,49108,widowed,3,high_school,1,poor,33586,personal
220,47,male,38109,married,1,high_school,1,poor,18302,home
221,28,female,45446,single,4,high_school,2,poor,27753,car
222,65,female,33507,widowed,4,high_school,2,poor,30560,education
223,69,female,46489,widowed,3,high_school,1,poor,21997,personal
224,66,female,41982,divorced,5,high_school,1,poor,43189,personal
225,53,male,24469,widowed,2,high_school,2,poor,47863,car
226,19,female,22441,married,2,high_school,2,poor,11154,business
227,48,male,46110,widowed,1,high_school,1,poor,43840,business
228,29,male,43679,married,4,high_school,2,poor,34852,personal
229,27,female,39046,widowed,1,high_school,1,poor,47731,home
230,30,female,32744,single,3,high_school,2,poor,10837,home
231,40,male,43462,married,1,high_school,0,poor,36549,car
232,26,male,26049,divorced,2,high_school,2,poor,19652,personal
233,57,female,44779,divorced,5,high_school,0,poor,43118,education
234,35,female,49089,widowed,0,high_school,2,poor,18183,car
235,42,male,23954,single,3,high_school,0,poor,13683,car
236,18,female,45551,widowed,4,high_school,1,poor,43902,education
237,52,male,20301,divorced,2,high_school,0,poor,37549,education
238,54,male,23947,single,5,high_school,2,poor,26462,education
239,61,male,49707,single,1,high_school,2,poor,16283,education
240,56,female,40818,single,5,high_school,1,poor,33779,education
241,19,female,30824,divorced,2,high_school,0,poor,37499,car
242,44,female,33840,widowed,1,high_school,2,poor,16731,education
243,20,female,48272,widowed,1,high_school,0,poor,40728,home
244,55,female,26134,divorced,1,high_school,0,poor,25015,business
245,70,male,30108,widowed,0,high_school,1,poor,41593,personal
246,61,male,35388,married,1,high_school,1,poor,14111,personal
247,63,female,42197,widowed,1,high_school,1,poor,10028,education
248,31,male,29173,widowed,4,high_school,1,poor,24320,car
249,21,female,26892,married,3,high_school,0,poor,33052,education
250,36,male,21920,single,5,high_school,2,poor,37140,personal
251,53,female,25175,married,2,high_school,1,poor,28219,personal
252,70,female,48357,divorced,1,high_school,2,poor,20817,education
253,45,female,20831,single,1,high_school,0,poor,20968,car
254,38,female,23301,widowed,4,high_school,2,poor,15592,business
255,43,female,36659,divorced,4,high_school,0,poor,19844,personal
256,67,male,20066,divorced,5,high_school,2,poor,23012,home
257,22,female,25580,widowed,1,high_school,1,poor,10347,home
258,19,female,26851,single,0,high_school,2,poor,26002,home
259,44,male,27551,single,1,high_school,2,poor,15186,education
260,50,female,28145,widowed,0,high_school,2,poor,47312,personal
261,55,female,21027,widowed,2,high_school,2,poor,44147,home
262,39,male,48418,married,4,high_school,1,poor,31181,car
263,66,female,30073,married,0,high_school,0,poor,10732,personal
264,60,female,41982,single,1,high_school,2,poor,19129,car
265,18,female,44835,single,5,high_school,1,poor,34518,education
266,56,male,24950,widowed,0,high_school,0,poor,18795,business
267,29,male,32857,single,5,high_school,2,poor,18455,home
268,58,male,21668,single,3,high_school,0,poor,19837,business
269,31,male,21178,widowed,4,high_school,0,poor,17208,car
270,56,male,21558,divorced,2,high_school,2,poor,23723,business
271,19,female,42574,single,2,high_school,0,poor,44808,car
272,60,male,26638,widowed,2,high_school,1,poor,36409,education
273,48,female,21314,divorced,0,high_school,2,poor,25080,business
274,18,male,44787,divorced,3,high_school,2,poor,33570,home
275,49,female,29541,widowed,0,high_school,2,poor,48308,personal
276,66,female,49159,divorced,0,high_school,0,poor,20569,home
277,18,male,22351,divorced,3,high_school,0,poor,20634,car
278,59,female,22211,widowed,0,high_school,0,poor,24938,personal
279,41,female,45773,single,0,high_school,1,poor,11822,home
280,59,male,48065,widowed,0,high_school,2,poor,21481,personal
281,44,male,20692,widowed,1,high_school,1,poor,24961,home
282,42,female,38050,single,1,high_school,0,poor,22352,home
283,18,female,22182,divorced,4,high_school,0,poor,21117,education
284,35,female,35161,single,1,high_school,2,poor,36812,home
285,24,female,26107,widowed,4,high_school,0,poor,31004,home
286,27,female,22858,married,3,high_school,0,poor,17122,education
287,33,male,20793,single,4,high_school,0,poor,25305,business
288,56,male,42865,widowed,5,high_school,2,poor,49755,car
289,27,male,37739,single,2,high_school,2,poor,14964,business
290,24,male,21155,single,4,high_school,1,poor,47716,home
291,41,male,47940,single,1,high_school,1,poor,26781,car
292,63,female,26175,married,3,high_school,2,poor,11526,business
293,65,female,37260,single,4,high_school,1,poor,49681,business
294,68,female,44208,single,1,high_school,2,poor,10738,education
295,48,female,44835,widowed,0,high_school,1,poor,36171,business
296,19,male,38169,single,1,high_school,1,poor,14453,home
297,35,female,39573,single,0,high_school,2,poor,44742,car
298,41,female,25548,married,1,high_school,0,poor,46741,car
299,19,female,39237,widowed,1,high_school,2,poor,21538,car
300,25,female,39472,divorced,5,high_school,0,poor,17731,education
301,63,male,28512,widowed,5,high_school,1,poor,26123,car
302,54,female,35081,single,1,high_school,2,poor,13468,education
303,37,female,41815,single,3,high_school,1,poor,11212,education
304,69,male,43289,widowed,5,high_school,0,poor,12551,education
305,56,male,42058,divorced,4,high_school,1,poor,29780,home
306,56,female,30829,single,4,high_school,1,poor,40739,business
307,55,male,43525,married,0,high_school,2,poor,45536,personal
308,46,female,22482,married,2,high_school,0,poor,27530,education
309,30,female,37038,married,4,high_school,1,poor,11614,home
310,40,male,41489,single,5,high_school,0,poor,38408,car
311,27,female,47033,married,5,high_school,1,poor,12833,personal
312,28,male,33217,widowed,1,high_school,0,poor,42139,business
313,45,female,30905,divorced,2,high_school,1,poor,12224,education
314,42,female,21387,divorced,4,high_school,1,poor,45562,education
315,65,male,26905,married,1,high_school,0,poor,48670,personal
316,41,male,47208,divorced,4,high_school,2,poor,30608,education
317,58,male,47369,widowed,0,high_school,0,poor,30228,car
318,55,female,26150,widowed,4,high_school,1,poor,16947,car
319,44,female,20778,married,3,high_school,1,poor,10296,car
320,18,male,31273,single,0,high_school,2,poor,41685,business
321,59,male,43917,single,2,high_school,2,poor,40326,home
322,40,female,21108,married,2,high_school,2,poor,33784,education
323,52,male,29603,married,4,high_school,0,poor,23586,home
324,53,male,24974,divorced,5,high_school,0,poor,14922,home
325,58,male,38416,single,2,high_school,1,poor,20007,business
326,19,female,36769,widowed,5,high_school,2,poor,32847,personal
327,37,male,44000,widowed,0,high_school,1,poor,14879,car
328,64,male,47083,widowed,2,high_school,0,poor,22393,car
329,58,male,45466,divorced,2,high_school,1,poor,43115,home
330,47,female,25302,divorced,1,high_school,1,poor,28329,business
331,42,female,32719,married,1,high_school,1,poor,13281,car
332,26,female,42696,single,3,high_school,0,poor,23761,personal
333,47,female,22469,divorced,5,high_school,1,poor,47436,business
334,50,male,34913,single,0,high_school,2,poor,37160,education
335,70,female,47689,divorced,0,high_school,1,poor,16193,business
336,63,female,20642,widowed,1,high_school,2,poor,15912,business
337,37,female,39168,widowed,3,high_school,1,poor,28297,business
338,55,female,43103,single,3,high_school,2,poor,41988,car
339,70,male,23766,married,4,high_school,0,poor,30189,home
340,48,male,27944,widowed,0,high_school,2,poor,30702,personal
341,38,female,43547,widowed,2,high_school,2,poor,48852,car
342,51,male,40480,married,1,high_school,1,poor,21930,education
343,18,male,41187,single,1,high_school,1,poor,30693,personal
344,50,male,22267,divorced,5,high_school,2,poor,20365,car
345,21,male,21903,divorced,3,high_school,1,poor,21165,home
346,58,female,31715,married,1,high_school,1,poor,33814,education
347,48,male,49801,single,2,high_school,1,poor,14773,business
348,41,female,42709,single,0,high_school,2,poor,18162,education
349,20,female,20130,single,1,high_school,1,poor,22161,business
350,70,female,39662,widowed,1,high_school,0,poor,39480,business
351,63,male,33576,married,1,high_school,1,poor,32312,business
352,37,female,40992,single,0,high_school,0,poor,47355,personal
353,46,male,20851,divorced,3,high_school,2,poor,12601,education
354,55,female,39463,single,0,high_school,0,poor,36478,education
355,69,male,36757,single,1,high_school,0,poor,10640,car
356,44,male,31676,widowed,5,high_school,0,poor,18274,home
357,69,female,35441,divorced,3,high_school,0,poor,25618,education
358,43,female,41227,single,3,high_school,0,poor,12746,home
359,60,female,39351,divorced,4,high_school,1,poor,24398,home
360,62,female,47650,single,0,high_school,0,poor,18127,car
361,54,female,31181,married,3,high_school,2,poor,18544,business
362,20,male,26186,single,1,high_school,2,poor,25711,car
363,55,female,35514,married,5,high_school,0,poor,15675,personal
364,58,female,49183,divorced,0,high_school,0,poor,15778,business
365,22,male,30013,divorced,0,high_school,0,poor,11469,personal
366,46,male,36835,divorced,5,high_school,1,poor,15464,personal
367,19,male,25598,married,3,high_school,0,poor,48403,personal
368,25,female,36816,single,3,high_school,0,poor,37837,education
369,70,female,35828,married,1,high_school,1,poor,30422,business
370,23,male,41093,divorced,4,high_school,0,poor,19437,personal
371,35,female,33762,single,0,high_school,2,poor,41249,education
372,68,female,48560,single,0,high_school,0,poor,12122,car
373,51,male,46083,divorced,5,high_school,2,poor,43488,education
374,30,male,45928,divorced,3,high_school,2,poor,15447,personal
375,38,female,25677,divorced,3,high_school,1,poor,37109,business
376,69,female,20731,divorced,2,high_school,2,poor,16478,business
377,67,male,27407,divorced,0,high_school,1,poor,34525,home
378,46,male,33818,single,0,high_school,2,poor,31564,car
379,63,female,22636,single,3,high_school,2,poor,35489,home
380,60,male,31365,married,2,high_school,2,poor,26444,education
381,64,male,24683,single,5,high_school,2,poor,41395,education
382,32,female,24966,widowed,0,high_school,2,poor,28554,business
383,39,female,27308,married,0,high_school,0,poor,21753,education
384,61,male,20103,divorced,3,high_school,1,poor,41928,education
385,44,male,36916,married,0,high_school,1,poor,48306,home
386,49,male,32945,divorced,4,high_school,2,poor,34406,car
387,19,female,45290,widowed,1,high_school,0,poor,22602,personal
388,47,male,24541,widowed,1,high_school,2,poor,33310,personal
389,41,male,43164,divorced,2,high_school,0,poor,18826,business
390,32,male,27783,single,4,high_school,2,poor,16420,education
391,34,female,47401,widowed,1,high_school,0,poor,30309,education
392,57,male,25998,divorced,3,high_school,1,poor,15967,education
393,32,male,39767,married,5,high_school,2,poor,21424,personal
394,53,male,34678,divorced,0,high_school,0,poor,24591,home
395,49,female,32014,divorced,3,high_school,0,poor,30026,home
396,66,male,26525,single,2,high_school,2,poor,49255,car
397,67,male,22867,single,3,high_school,0,poor,44391,home
398,66,female,44585,divorced,1,high_school,2,poor,28210,personal
399,31,male,48028,single,1,high_school,2,poor,41628,education
400,31,male,28654,single,0,high_school,0,poor,42283,home
401,19,female,26772,married,5,high_school,1,poor,10888,car
402,31,female,41924,divorced,4,high_school,1,poor,19392,car
403,30,male,25974,single,1,high_school,2,poor,35341,business
404,43,female,48739,widowed,0,high_school,1,poor,22641,personal
405,20,female,47659,single,3,high_school,0,poor,23942,car
406,59,male,25116,married,4,high_school,1,poor,34482,home
407,53,female,24227,widowed,5,high_school,2,poor,43695,car
408,59,male,46491,divorced,2,high_school,0,poor,13813,car
409,62,male,36663,divorced,5,high_school,0,poor,15748,personal
410,31,male,26148,single,4,high_school,2,poor,35931,car
411,60,female,35925,widowed,1,high_school,0,poor,49296,home
412,55,female,24286,married,2,high_school,1,poor,33347,business
413,48,female,27859,single,0,high_school,2,poor,44534,home
414,35,male,43479,widowed,0,high_school,2,poor,23396,car
415,20,female,48439,single,1,high_school,2,poor,12593,car
416,51,male,47473,single,0,high_school,0,poor,33666,personal
417,34,male,28706,divorced,5,high_school,2,poor,48775,home
418,54,male,41244,single,4,high_school,0,poor,24361,car
419,61,female,49733,divorced,4,high_school,1,poor,20440,personal
420,65,male,25511,widowed,1,high_school,2,poor,47062,personal
421,41,male,27463,married,5,high_school,1,poor,39265,personal
422,25,male,37506,widowed,2,high_school,1,poor,38222,education
423,20,male,23276,married,0,high_school,2,poor,24830,home
424,38,female,41046,single,0,high_school,0,poor,34322,business
425,20,female,21903,married,2,high_school,1,poor,40057,personal
426,69,male,32831,single,2,high_school,1,poor,32961,business
427,36,female,36801,widowed,2,high_school,1,poor,25530,home
428,43,male,41598,married,4,high_school,2,poor,23416,car
429,22,female,48501,single,4,high_school,1,poor,13628,education
430,65,male,21858,widowed,1,high_school,1,poor,31427,education
431,25,male,32996,widowed,4,high_school,0,poor,28409,personal
432,69,male,31139,married,3,high_school,1,poor,22221,business
433,48,female,31230,divorced,0,high_school,1,poor,18337,home
434,64,female,34873,married,5,high_school,2,poor,36839,personal
435,46,female,33966,single,2,high_school,2,poor,46903,home
436,45,female,43087,married,5,high_school,2,poor,25463,home
437,32,male,26718,widowed,0,high_school,2,poor,36794,personal
438,48,male,20030,divorced,3,high_school,1,poor,34476,home
439,66,female,43218,widowed,5,high_school,1,poor,27777,home
440,59,female,41259,single,1,high_school,2,poor,14918,home
441,45,male,35521,divorced,5,high_school,0,poor,34497,personal
442,43,male,29659,married,5,high_school,2,poor,15724,car
443,51,male,22868,widowed,4,high_school,2,poor,37822,education
444,61,female,46355,divorced,2,high_school,1,poor,12454,personal
445,42,male,28883,widowed,0,high_school,1,poor,42437,home
446,42,female,23511,single,1,high_school,0,poor,38908,personal
447,68,female,26392,widowed,3,high_school,1,poor,21129,business
448,47,female,28063,married,4,high_school,1,poor,39034,home
449,54,male,43496,widowed,1,high_school,0,poor,19892,business
450,63,male,22196,single,3,high_school,2,poor,23103,education
451,67,male,24751,divorced,1,high_school,2,poor,20022,personal
452,60,female,26286,widowed,0,high_school,2,poor,43332,car
453,65,female,30117,widowed,1,high_school,0,poor,26227,home
454,19,female,41508,married,5,high_school,2,poor,11348,home
455,28,male,39686,widowed,1,high_school,2,poor,27582,business
456,61,female,31808,divorced,1,high_school,1,poor,36748,car
457,25,male,45315,married,4,high_school,0,poor,31556,education
458,57,female,20662,single,3,high_school,2,poor,20077,education
459,31,male,34728,widowed,3,high_school,0,poor,15625,education
460,30,male,25672,divorced,0,high_school,0,poor,10146,home
461,31,male,48215,widowed,2,high_school,1,poor,37637,car
462,60,female,45879,single,4,high_school,2,poor,10999,car
463,42,female,42489,married,0,high_school,0,poor,16443,education
464,59,male,23163,divorced,3,high_school,0,poor,16678,education
465,36,male,37797,divorced,5,high_school,1,poor,15878,education
466,26,female,44484,married,0,high_school,2,poor,31968,car
467,42,male,36531,divorced,0,high_school,0,poor,25846,education
468,68,male,43205,single,5,high_school,1,poor,45097,car
469,18,male,23712,single,2,high_school,0,poor,27450,business
470,55,male,29686,divorced,0,high_school,0,poor,39779,car
471,62,female,25558,divorced,4,high_school,0,poor,29079,car
472,36,female,36618,widowed,3,high_school,1,poor,30616,home
473,55,female,22734,single,0,high_school,0,poor,25949,education
474,60,female,48858,widowed,5,high_school,0,poor,31982,home
475,69,female,43514,divorced,3,high_school,2,poor,23540,business
476,24,male,46616,single,5,high_school,0,poor,22492,education
477,54,male,24275,widowed,3,high_school,1,poor,26735,personal
478,38,male,45145,divorced,3,high_school,1,poor,47589,business
479,35,male,29603,widowed,1,high_school,1,poor,17629,personal
480,43,female,20819,single,0,high_school,2,poor,48163,education
481,19,female,49897,widowed,5,high_school,1,poor,20280,car
482,56,male,24479,widowed,0,high_school,0,poor,33266,home
483,25,male,35186,widowed,0,high_school,1,poor,38674,personal
484,36,female,21576,widowed,0,high_school,1,poor,46204,personal
485,57,female,38088,single,4,high_school,1,poor,11461,home
486,66,male,25219,divorced,1,high_school,2,poor,32744,car
487,56,female,33838,married,0,high_school,1,poor,20684,car
488,37,male,33400,single,3,high_school,1,poor,33908,business
489,61,male,48879,married,3,high_school,1,poor,16930,home
490,42,male,47904,single,0,high_school,2,poor,46390,home
491,48,male,29691,divorced,5,high_school,1,poor,18083,home
492,59,male,29429,divorced,5,high_school,2,poor,19522,education
