iter	Logloss
351	0.000155324222
352	0.0001553242024
353	0.0001553241337
354	0.000155324013
355	0.0001553239828
356	0.0001553239632
357	0.0001553239481
358	0.000155323933
359	0.0001553239179
360	0.0001553238555
361	0.0001553238404
362	0.0001553238253
363	0.0001532438349
364	0.000153243805
365	0.0001532437751
366	0.0001532437572
367	0.0001532437184
368	0.0001532436884
369	0.0001532436689
370	0.000153243639
371	0.0001511962773
372	0.0001511962085
373	0.0001511962085
374	0.0001511962085
375	0.0001511961749
376	0.0001511961032
377	0.0001511960646
378	0.0001511960474
379	0.0001511960326
380	0.0001511959613
381	0.0001511959316
382	0.0001511958503
383	0.0001511958117
384	0.0001491878354
385	0.0001491878018
386	0.000149187743
387	0.0001491876842
388	0.0001472272466
389	0.0001472272317
390	0.0001452698758
391	0.0001452698439
392	0.0001452698294
393	0.0001452697967
394	0.0001433895845
395	0.0001433895659
396	0.0001433895472
397	0.0001415372822
398	0.00014153725
399	0.0001395153766
400	0.0001395153608
401	0.0001395153448
402	0.0001395153357
403	0.0001375809224
404	0.0001356633829
405	0.0001356633523
406	0.0001338053801
407	0.0001338052467
408	0.0001338052191
409	0.0001338051911
410	0.0001321081896
411	0.0001304341381
412	0.0001304340768
413	0.0001304340618
414	0.0001288290272
415	0.0001288290272
416	0.0001288289995
417	0.0001288289455
418	0.000128828928
419	0.0001288288935
420	0.0001288288935
421	0.0001288287855
422	0.0001288287315
423	0.0001288287315
424	0.0001288273771
425	0.0001288273771
426	0.0001288273232
427	0.0001288272152
428	0.0001288271977
429	0.0001288271821
430	0.0001288271281
431	0.0001288268836
432	0.0001288267757
433	0.0001288267218
434	0.0001288266678
435	0.0001288266678
436	0.0001288266678
437	0.0001288266678
438	0.0001288266678
439	0.0001288266139
440	0.0001288265599
441	0.0001288265424
442	0.0001288264287
443	0.0001288263748
444	0.0001288263612
445	0.0001288263612
446	0.0001288263025
447	0.0001288262486
448	0.0001288262486
449	0.0001288262449
450	0.0001288262449
451	0.0001288262449
452	0.000128826191
453	0.000128826191
454	0.0001288261735
455	0.0001288261735
456	0.0001288261196
457	0.0001288261162
458	0.0001288261162
459	0.0001288261162
460	0.0001288261128
461	0.0001288260953
462	0.000128826078
463	0.0001288260713
464	0.0001288260517
465	0.000128826045
466	0.0001288259911
467	0.0001288259844
468	0.0001288259709
469	0.0001288259709
470	0.0001288259709
471	0.0001288259089
472	0.0001288258954
473	0.0001288258954
474	0.0001288258642
475	0.0001288258467
476	0.0001288245229
477	0.0001288245054
478	0.0001288244778
479	0.0001288244509
480	0.0001288244198
481	0.0001288244164
482	0.0001288242786
483	0.0001288242519
484	0.0001288241334
485	0.0001288241035
486	0.0001288240968
487	0.0001288227606
488	0.000128822747
489	0.0001288227437
490	0.0001288227437
491	0.0001288227403
492	0.0001288227369
493	0.0001288227369
494	0.0001288227195
495	0.0001288226918
496	0.0001288226649
497	0.000128822638
498	0.0001288226205
499	0.000128822601
